RunwayAreaAffected,ObstacleType, Latitude, Longitude,Elevation( in FT),Marking,Remarks
27/APCH09/TKOF,BUILDING,190536.4N,0725419.1E,207,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190536.9N,0725418.3E,213,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190537.3N,0725419.1E,220,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190537.4N,0725418.7E,217,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190537.7N,0725418.8E,218,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190527.2N,0725459.4E,201,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.3N,0725337.8E,128,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190519.5N,0725338.0E,124,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190519.8N,0725337.9E,128,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190520.7N,0725338.1E,126,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190523.2N,0725338.5E,126,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190511.4N,0725334.6E,130,NIL,PUCCA HOUSE
27/APCH09/TKOF,BUILDING,190514.4N,0725331.1E,142,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190515.4N,0725330.0E,121,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190515.3N,0725330.3E,126,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190518.9N,0725330.0E,132,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190515.1N,0725330.1E,116,NIL,HUT
27/APCH09/TKOF,BUILDING,190521.0N,0725328.4E,125,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190522.2N,0725326.6E,125,NIL,SHED
27/APCH09/TKOF,BUILDING,190517.5N,0725318.7E,89,NIL,BUILDING
27/APCH09/TKOF,BUILDING,190519.5N,0725320.9E,97,NIL,HUT
27/APCH09/TKOF,POLE,190522.4N,0725327.7E,113,NIL,LIGHT POLE
27/APCH09/TKOF,OTHER,190519.9N,0725253.6E,47,NIL,GATE
27/APCH09/TKOF,OTHER,190519.8N,0725253.6E,48,NIL,AIRPORT BOUNDARY WALL WITH FENCING ON TOP
27/APCH09/TKOF,BUILDING,190525.9N,0725322.0E,139,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190526.2N,0725324.8E,136,NIL,HUT ON HILL
27/APCH09/TKOF,BUILDING,190519.2N,0725327.9E,121,NIL,HUT
27/APCH09/TKOF,BUILDING,190517.2N,0725328.5E,136,NIL,HUT ON HILL
27/APCH09/TKOF,BUILDING,190517.8N,0725329.0E,138,NIL,HUT ON HILL
27/APCH09/TKOF,BUILDING,190516.0N,0725323.5E,130,NIL,HUT ON HILLOCK
27/APCH09/TKOF,BUILDING,190515.7N,0725320.5E,116,NIL,HUT ON HILLOCK
27/APCH09/TKOF,BUILDING,190515.0N,0725320.0E,106,NIL,HUT ON HILLOCK
27/APCH09/TKOF,BUILDING,190515.3N,0725321.9E,118,NIL,HUT
27/APCH09/TKOF,BUILDING,190515.6N,0725320.0E,115,NIL,HUT
27/APCH09/TKOF,ANTENNA,190527.8N,0725315.5E,123,NIL,MOBILE ANTENNA ON HUT
27/APCH09/TKOF,BUILDING,190525.8N,0725315.9E,106,NIL,HUT
27/APCH09/TKOF,BUILDING,190528.6N,0725317.3E,151,NIL,MOSQUE
27/APCH09/TKOF,BUILDING,190526.7N,0725318.2E,147,NIL,HUT
27/APCH09/TKOF,BUILDING,190518.0N,0725254.7E,65,NIL,HUT
27/APCH09/TKOF,BUILDING,190517.6N,0725255.6E,63,NIL,HUT
27/APCH09/TKOF,BUILDING,190518.5N,0725254.5E,62,NIL,HUT
27/APCH09/TKOF,BUILDING,190518.3N,0725255.7E,65,NIL,HUT
27/APCH09/TKOF,BUILDING,190525.0N,0725259.1E,87,NIL,HUT
27/APCH09/TKOF,BUILDING,190524.8N,0725259.1E,88,NIL,HUT
27/APCH09/TKOF,BUILDING,190523.9N,0725256.6E,76,NIL,HUT
27/APCH09/TKOF,BUILDING,190523.7N,0725255.8E,70,NIL,HUT
27/APCH09/TKOF,BUILDING,190524.8N,0725256.7E,69,NIL,HUT
27/APCH09/TKOF,TREE,190520.4N,0725256.0E,71,NIL,TREE
27/APCH09/TKOF,TREE,190518.2N,0725308.0E,80,NIL,TREE
27/APCH09/TKOF,TREE,190516.2N,0725318.0E,98,NIL,TREE
27/APCH09/TKOF,TREE,190529.7N,0725417.5E,223,NIL,TREE
27/APCH09/TKOF,TREE,190532.5N,0725421.2E,213,NIL,TREE
27/APCH09/TKOF,TREE,190534.7N,0725418.2E,221,NIL,TREE
27/APCH09/TKOF,TREE,190530.1N,0725340.2E,161,NIL,TREE
27/APCH09/TKOF,TREE,190523.7N,0725338.3E,139,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190524.0N,0725338.4E,138,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190527.2N,0725335.5E,143,NIL,COCONUT TREE
27/APCH09/TKOF,TREE,190527.6N,0725335.8E,146,NIL,COCONUT TREE
27/APCH09/TKOF,TREE,190528.3N,0725337.3E,146,NIL,COCONUT TREE
27/APCH09/TKOF,TREE,190529.2N,0725337.8E,148,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190527.2N,0725335.1E,142,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190511.6N,0725331.5E,113,NIL,TREE
27/APCH09/TKOF,TREE,190513.4N,0725330.9E,142,NIL,TREE
27/APCH09/TKOF,TREE,190521.7N,0725328.7E,136,NIL,TREE
27/APCH09/TKOF,TREE,190521.4N,0725328.2E,142,NIL,TREE
27/APCH09/TKOF,TREE,190522.4N,0725327.6E,109,NIL,TREE
27/APCH09/TKOF,TREE,190519.4N,0725330.6E,142,NIL,TREE
27/APCH09/TKOF,TREE,190519.1N,0725329.8E,119,NIL,GROUPS OF TREES
27/APCH09/TKOF,TREE,190524.1N,0725253.6E,77,NIL,TREE
27/APCH09/TKOF,TREE,190524.1N,0725255.2E,77,NIL,TREE
27/APCH09/TKOF,TREE,190532.5N,0725417.9E,262,NIL,TREE (COCO NUT)
27/APCH09/TKOF,TREE,190530.0N,0725341.5E,201,NIL,TREE
27/APCH09/TKOF,TREE,190531.8N,0725344.3E,206,NIL,TREE
27/APCH09/TKOF,TREE,190511.6N,0725335.2E,153,NIL,GROUP OF TREES
27/APCH09/TKOF,TREE,190515.9N,0725330.5E,157,NIL,TREE
27/APCH09/TKOF,NATURAL HIGHPOINT,190531.1N,0725417.2E,229,NIL,HILL TOP
27/APCH09/TKOF,OTHER,190505.2N,0725457.7E,229,NIL,PYLO N MAST
27/APCH09/TKOF,OTHER,190520.0N,0725253.0E,55,NIL,MOBILE ROAD TRAFFIC
27/APCH09/TKOF,OTHER,190520.1N,0725253.2E,53,NIL,MOBILE ROAD TRAFFIC
27/APCH09/TKOF,OTHER,190519.4N,0725252.9E,52,NIL,MOBILE ROAD TRAFFIC
27/APCH09/TKOF,OTHER,190520.9N,0725253.5E,53,NIL,MOBILE ROAD TRAFFIC
27/APCH09/TKOF,TREE,190522.3N,0725329.5E,138,NIL,TREE
27/APCH09/TKOF,OTHER,190513.6N,0725505.3E,234,NIL,PYLON
In circling area and at AD,BUILDING,190528.4N,0725259.3E,107,NIL,BUILDING
In circling area and at AD,BUILDING,190516.2N,0725251.1E,59,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190529.0N,0725253.8E,107,NIL,MOSQUE
In circling area and at AD,BUILDING,190528.3N,0725258.1E,102,NIL,BUILDING
In circling area and at AD,BUILDING,190542.9N,0725420.6E,273,NIL,TEMPLE
In circling area and at AD,BUILDING,190533.4N,0725346.0E,196,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190500.8N,0725437.2E,206,NIL,BUILDING
In circling area and at AD,BUILDING,190544.3N,0725450.7E,209,NIL,BUILDING
In circling area and at AD,BUILDING,190549.2N,0725459.4E,280,NIL,BUILDING
In circling area and at AD,BUILDING,190514.8N,0725252.0E,55,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190515.8N,0725252.0E,62,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190515.9N,0725250.3E,63,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.3N,0725255.2E,66,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.9N,0725257.5E,84,NIL,SHED
In circling area and at AD,BUILDING,190529.1N,0725257.8E,100,NIL,BUILDING
In circling area and at AD,ANTENNA,190529.2N,0725302.3E,114,NIL,CELLPHONE MAST ON BUILDING
In circling area and at AD,BUILDING,190540.2N,0725419.7E,236,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190540.1N,0725418.4E,234,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190541.0N,0725416.7E,206,NIL,BUILDING
In circling area and at AD,BUILDING,190546.2N,0725502.8E,233,NIL,BUILDING
In circling area and at AD,CRANE,190552.4N,0725513.5E,349,NIL,CRANE TOP ON BUILDING
In circling area and at AD,BUILDING,190454.8N,0725418.8E,201,NIL,BUILDING
In circling area and at AD,BUILDING,190501.1N,0725421.8E,212,NIL,BUILDING
In circling area and at AD,BUILDING,190547.6N,0725449.2E,197,NIL,BUILDING
In circling area and at AD,BUILDING,190550.1N,0725447.6E,199,NIL,BUILDING
In circling area and at AD,BUILDING,190548.5N,0725452.0E,231,NIL,BUILDING
In circling area and at AD,BUILDING,190556.7N,0725507.8E,359,NIL,BUILDING
In circling area and at AD,BUILDING,190554.5N,0725504.9E,218,NIL,BUILDING
In circling area and at AD,BUILDING,190556.0N,0725503.8E,247,NIL,BUILDING
In circling area and at AD,BUILDING,190557.7N,0725504.7E,218,NIL,BUILDING
In circling area and at AD,POLE,190513.4N,0725252.0E,65,NIL,LIGHT POLE
In circling area and at AD,POLE,190525.9N,0725255.9E,71,NIL,LIGHT POLE
In circling area and at AD,TREE,190528.4N,0725253.5E,103,NIL,TREE
In circling area and at AD,TOWER,190511.7N,0725312.9E,88,NIL,MICROWAVE TOWER
In circling area and at AD,WATER TOWER,190511.1N,0725315.5E,99,NIL,OVER HEAD WATER TANK
In circling area and at AD,CRANE,190605.3N,0725300.4E,226,NIL,CRANE TOP ON BUILDING
In circling area and at AD,CRANE,190603.5N,0725244.7E,202,NIL,CRANE TOP ON BUILDING
In circling area and at AD,NATURAL HIGHPOINT,190611.5N,0725427.4E,497,NIL,HILL TOP
In circling area and at AD,OTHER,190516.5N,0725252.0E,52,NIL,AIRPORT BOUNDARY WALL WITH FENCING ON TOP
In circling area and at AD,ANTENNA,190517.2N,0725217.7E,24,NIL,PAPI (RWY -27)
In circling area and at AD,OTHER,190524.0N,0725233.8E,46,NIL,WIND SOCK
In circling area and at AD,ANTENNA,190523.3N,0725231.9E,29,NIL,TRANSMISSOME- TER TRANSMITTER
In circling area and at AD,ANTENNA,190523.2N,0725234.1E,46,NIL,AWS ANTENNA
In circling area and at AD,OTHER,190521.3N,0725235.9E,26,NIL,N3 SIGN BOARD
In circling area and at AD,OTHER,190521.3N,0725233.5E,25,NIL,N4 SIGN BOARD
In circling area and at AD,ANTENNA,190515.7N,0725222.3E,74,NIL,GP ANTENNA RWY 27
In circling area and at AD,ANTENNA,190515.8N,0725224.8E,41,NIL,GP NF ANTENNA RWY 27
In circling area and at AD,FENCE,190518.9N,0725251.8E,41,NIL,BLAST FENCE
In circling area and at AD,ANTENNA,190520.1N,0725252.3E,49,NIL,LLZ 09 MONITOR ANTENNA
In circling area and at AD,OTHER,190516.1N,0725249.1E,48,NIL,AIRPORT BOUNDARY WALL WITH FENCING ON TOP
In circling area and at AD,ANTENNA,190520.3N,0725252.1E,40,NIL,LLZ 09
In circling area and at AD,OTHER,190520.5N,0725252.1E,41,NIL,LIGHTNING ARRESTOR ON LLZ 09
In circling area and at AD,OTHER,190528.1N,0725219.2E,80,NIL,FLOOD LIGHT
In circling area and at AD,BUILDING,190515.4N,0725252.2E,56,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.9N,0725255.3E,65,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190514.2N,0725252.0E,55,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190515.8N,0725252.1E,57,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190516.0N,0725251.7E,59,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190516.0N,0725251.6E,59,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190515.8N,0725251.6E,60,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.2N,0725255.1E,65,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.6N,0725255.2E,65,NIL,PUCCA HOUSE
In circling area and at AD,BUILDING,190526.4N,0725255.7E,57,NIL,PUCCA HOUSE
In circling area and at AD,ANTENNA,190529.3N,0725301.6E,106,NIL,CELLPHONE MAST ON BUILDING
In circling area and at AD,BUILDING,190512.0N,0725314.6E,88,NIL,BUILDING
In circling area and at AD,BUILDING,190501.0N,0725422.3E,202,NIL,BUILDING
In circling area and at AD,BUILDING,190549.5N,0725452.7E,226,NIL,BUILDING
In circling area and at AD,BUILDING,190549.8N,0725448.9E,199,NIL,BUILDING
In circling area and at AD,POLE,190526.6N,0725256.2E,70,NIL,LIGHT POLE
In circling area and at AD,BUILDING,190530.2N,0725317.4E,190,NIL,MOSQUE
In circling area and at AD,BUILDING,190530.1N,0725318.4E,183,NIL,HUT
In circling area and at AD,BUILDING,190530.5N,0725318.2E,184,NIL,HUT
In circling area and at AD,TREE,190530.4N,0725318.0E,179,NIL,TREE
In circling area and at AD,BUILDING,190529.5N,0725318.2E,176,NIL,HUT ON HILLOCK
In circling area and at AD,BUILDING,190529.8N,0725317.6E,170,NIL,HUT ON HILLOCK
In circling area and at AD,BUILDING,190513.3N,0725249.6E,68,NIL,HUT
In circling area and at AD,BUILDING,190513.0N,0725249.6E,69,NIL,HUT
In circling area and at AD,BUILDING,190526.3N,0725253.3E,81,NIL,HUT ON HILLOCK
In circling area and at AD,OTHER,190512.8N,0725253.4E,82,NIL,CHIMNEY TOP
In circling area and at AD,OTHER,190513.6N,0725253.9E,79,NIL,CHIMNEY TOP
In circling area and at AD,TREE,190516.0N,0725252.1E,79,NIL,GROUP OF TREES
In circling area and at AD,TREE,190515.4N,0725251.1E,93,NIL,GROUP OF TREES
In circling area and at AD,TREE,190516.1N,0725250.3E,76,NIL,GROUP OF TREES
In circling area and at AD,TREE,190525.4N,0725253.5E,97,NIL,TREE
In circling area and at AD,TREE,190525.5N,0725254.7E,104,NIL,TREE
In circling area and at AD,TREE,190528.5N,0725253.8E,101,NIL,TREE
In circling area and at AD,TREE,190529.2N,0725253.9E,111,NIL,TREE
In circling area and at AD,TOWER,190513.2N,0725253.8E,77,NIL,TOWER TOP
In circling area and at AD,OTHER,190456.7N,0725450.1E,213,NIL,PYLO N MAST
In circling area and at AD,POLE,190516.0N,0725252.2E,54,NIL,LIGHT POLE
In circling area and at AD,POLE,190515.3N,0725252.2E,54,NIL,LIGHT POLE
In circling area and at AD,BUILDING,190526.4N,0725258.6E,80,NIL,HUT
In circling area and at AD,TREE,190527.2N,0725256.7E,83,NIL,GROUP OF TREES
In circling area and at AD,POLE,190514.6N,0725252.2E,55,NIL,LIGHT POLE
In circling area and at AD,POLE,190514.0N,0725252.1E,65,NIL,LIGHT POLE
32/TKOF14/APCH,BUILDING,190613.8N,0725101.0E,98,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190602.1N,0725117.3E,60,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190615.9N,0725113.3E,97,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190642.1N,0725030.1E,183,NIL,BUILDING
32/TKOF14/APCH,TREE,190602.6N,0725114.2E,76,LGTD,MAST ON BUILDING
32/TKOF14/APCH,BUILDING,190604.0N,0725114.5E,69,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190603.6N,0725110.8E,73,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190619.8N,0725052.7E,124,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190613.0N,0725051.9E,116,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190614.5N,0725111.3E,90,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190619.9N,0725105.3E,110,NIL,BUILDING
32/TKOF14/APCH,TREE,190618.6N,0725056.1E,129,LGTD,MAST ON BUILDING
32/TKOF14/APCH,BUILDING,190619.8N,0725054.6E,119,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190620.6N,0725058.3E,116,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190621.6N,0725058.2E,115,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190603.8N,0725108.2E,84,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190628.2N,0725059.1E,124,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190621.9N,0725100.3E,130,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190610.9N,0725058.4E,103,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190612.2N,0725055.1E,120,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190620.1N,0725102.0E,118,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190616.5N,0725101.8E,107,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190617.2N,0725102.3E,104,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190600.1N,0725111.7E,74,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190601.0N,0725112.8E,73,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190558.8N,0725112.3E,87,NIL,BUILDING
32/TKOF14/APCH,TREE,190609.2N,0725113.5E,90,LGTD,MAST ON BUILDING
32/TKOF14/APCH,BUILDING,190615.2N,0725057.3E,113,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190615.7N,0725058.7E,109,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190715.0N,0725024.0E,258,NIL,TEMPLE
32/TKOF14/APCH,BUILDING,190711.4N,0725020.2E,195,NIL,BUILDING
32/TKOF14/APCH,ANTENNA,190700.2N,0725036.6E,202,NIL,ANTENNA ON BUILDING
32/TKOF14/APCH,TREE,190613.8N,0725114.3E,101,NIL,TREE
32/TKOF14/APCH,TREE,190615.9N,0725112.1E,113,NIL,COCONUT TREE
32/TKOF14/APCH,TREE,190600.1N,0725114.6E,75,NIL,TREE
32/TKOF14/APCH,TREE,190613.8N,0725107.7E,98,NIL,GROUP OF TREES
32/TKOF14/APCH,TREE,190605.1N,0725121.1E,84,NIL,GROUP OF TREES
32/TKOF14/APCH,TREE,190602.8N,0725119.6E,72,NIL,GROUP OF TREES
32/TKOF14/APCH,TREE,190614.9N,0725101.7E,117,NIL,TREE
32/TKOF14/APCH,TREE,190557.6N,0725115.6E,76,NIL,MAST ON FOB
32/TKOF14/APCH,BUILDING,190608.9N,0725102.1E,101,LGTD,BUILDING
32/TKOF14/APCH,BUILDING,190612.0N,0725117.3E,85,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190610.2N,0725114.5E,81,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190600.0N,0725117.7E,59,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190610.8N,0725110.0E,86,NIL,BUILDING
32/TKOF14/APCH,TREE,190613.6N,0725111.5E,98,LGTD,MAST ON BUILDING
32/TKOF14/APCH,BUILDING,190623.2N,0725039.8E,157,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190615.1N,0725110.0E,92,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190617.2N,0725109.6E,95,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190621.8N,0725057.3E,122,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190620.8N,0725059.4E,118,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190623.4N,0725057.7E,122,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190605.5N,0725105.5E,86,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190611.7N,0725105.4E,94,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190627.3N,0725100.0E,127,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190624.8N,0725100.6E,117,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190629.0N,0725102.2E,123,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190612.6N,0725058.6E,108,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190612.9N,0725100.2E,106,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190613.4N,0725102.5E,103,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190623.3N,0725102.8E,117,NIL,BUILDING
32/TKOF14/APCH,ANTENNA,190620.5N,0725104.3E,124,NIL,ANTENNA ON BUILDING
32/TKOF14/APCH,BUILDING,190618.5N,0725104.6E,111,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190656.1N,0725008.5E,192,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190702.5N,0724943.9E,242,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190717.0N,0724948.7E,195,NIL,BUILDING
32/TKOF14/APCH,BUILDING,190716.3N,0724950.3E,198,NIL,BUILDING
